3365 3467 1421 1489 3187 3223 4274 2798 3525 751 632 2268 0 1773 4161 1620 1285 1014 3444 1535
689 4444 397 4976 4453 157 1239 3183 606 3821 2548 4284 1891 0 1732 3802 611 1159 684 1230
2390 4113 4380 2368 3520 0 3635 2715 3920 4801 2977 3493 3799 4695 4434 857 1232 2801 3834 0
4974 1987 3506 431 2603 4815 3557 2310 2136 3497 632 4150 2721 2523 1400 685 2615 4339 2878 2451
3730 2514 4290 3991 29 895 2603 1777 233 2646 1344 3982 4164 3987 1509 3537 4718 629 629 2467
289 3418 2939 570 1927 591 3335 4848 3345 1952 2136 2695 654 1330 1400 4325 4938 4148 3770 0
1653 830 348 3524 4021 398 4155 4894 195 143 0 0 4269 2603 2748 305 4718 3519 3615 492
1731 286 2055 4096 708 1092 0 806 1051 3761 346 2132 4217 1075 1957 1463 1256 2669 1947 1574
4708 2653 264 3360 1134 4659 4087 526 1963 4570 2659 2141 872 4930 2758 3870 577 4887 1400 2483
2661 3470 0 2171 1519 3692 1086 167 4540 4332 963 2652 2310 1302 2760 4721 4891 685 1064 339
3952 3118 4247 4155 407 2989 4428 3285 2754 3308 245 1464 2346 1826 3099 100 0 3522 3823 2061
1300 831 2555 1136 4849 3375 3785 2422 3911 55 100 1674 962 1215 2056 1790 675 2641 1802 3010
4562 4779 1868 1790 2357 626 3954 2789 4827 2876 2647 1790 2352 3765 3112 562 3520 2148 2603 3938
1356 2955 465 2329 2356 1576 1391 4583 4687 1052 2149 3823 617 2923 277 1385 1790 1508 460 1153
781 1652 2550 2937 451 4151 2721 1247 1206 166 327 4818 175 2717 4268 100 2587 2243 3013 2897
1209 285 1903 1949 1755 1386 2507 3419 2542 1305 2213 222 3938 2103 2134 53 2039 986 3622 1927
2890 2462 258 3475 3643 3123 1432 4053 2708 3176 3176 3929 4996 3356 4818 817 1994 4840 2727 0
4836 4055 3153 1051 94 1937 1494 3172 2674 2195 603 2765 687 0 3669 3033 4453 2351 1595 4155
2838 1156 2369 4762 1879 1841 780 706 817 246 1893 2104 4237 3319 592 2317 642 2767 2391 885
3932 2369 4591 3921 4999 2255 1200 508 4815 29 1693 2132 1510 2000 1233 0 3369 4827 1440 596
2191 4818 3290 2134 951 3316 3802 0 1586 3136 4629 1815 1927 1648 3106 105 2244 4604 3920 3320
3310 4014 4815 2114 4213 3149 3581 3900 4855 3345 3554 515 1088 3772 3497 3205 2655 638 578 2029
3837 3950 3196 4784 3340 610 1228 2166 4362 258 4124 927 996 2697 4629 3389 1758 3067 3929 4308
822 4025 443 1266 979 0 1373 0 3680 4489 1421 1964 3345 3963 3453 160 3735 1610 986 2604
4666 3874 2964 4638 617 2138 3618 208 562 453 1812 3726 113 1952 1841 0 863 1846 133 2942
3171 654 1740 4181 1828 1687 2242 4311 4186 4604 654 4162 214 78 3451 277 3223 277 2113 2350
2615 3760 2727 288 2583 3546 4613 1546 3256 2113 2755 2844 1890 1344 951 2674 0 767 3760 1978
4262 345 1322 4744 3091 2679 562 2515 1980 846 2357 2621 3441 3321 2941 1330 44 1023 3350 4583
4629 3595 562 4398 4865 4919 2655 3008 465 291 2973 2615 920 0 1801 773 4623 2740 0 1808
4115 2470 2515 1206 3341 3061 1394 441 4801 611 4554 494 3359 2302 4196 398 4818 859 638 2800
1675 1473 4492 1095 2760 2638 3829 3113 3285 3960 2113 4096 975 4849 487 1373 3382 3631 2189 4139
3631 1635 1276 4884 351 3101 2493 1111 2483 2721 3125 3014 3451 802 2767 936 2127 4818 1373 303
4222 980 100 2522 2132 1667 1656 2013 3643 2937 0 4647 874 4133 3750 329 1510 2757 3756 3292
2631 3045 3781 84 4386 2760 4144 4614 3235 3009 3618 1575 986 2604 190 1085 0 4262 2356 2730
1851 4566 146 982 4081 760 994 3497 133 846 408 562 3339 2953 2259 1552 2880 1693 820 1173
167 833 4220 2238 2334 3419 832 2555 1159 432 1390 3929 1130 2932 4955 3615 1993 1828 418 1051
1047 918 1828 4428 371 3102 345 2900 0 2758 934 3356 2009 1009 4950 1887 2091 958 1876 1801
4835 4644 49 2552 859 1684 465 4203 2979 1923 2189 1928 438 2603 1981 1705 3272 4139 2439 1252
1572 4435 3108 4859 2109 2490 2879 4656 1765 4186 3520 4985 4304 4700 4827 2722 1391 4152 3704 4759
3319 473 3517 4818 1165 3136 277 346 3523 526 1332 1828 4155 63 0 2811 2320 0 1784 603
4792 4249 1756 649 4254 0 2369 2036 4492 348 1985 3174 3010 798 444 1687 2563 3015 4158 2205
2587 4335 2501 2071 970 671 758 3403 1644 918 1763 4096 2496 3733 4594 603 1001 3026 2743 1437
3630 2695 4938 2136 0 2695 3356 1316 3030 4008 3316 315 861 78 4629 1256 3118 3980 3225 4782
3497 3082 3540 78 2530 1023 1804 4687 1136 2715 2619 3520 3340 1294 1952 4461 19 220 842 3372
970 4881 3290 2446 4691 0 0 3558 2801 418 548 2996 3770 2375 3943 4862 2891 3170 4382 200
3024 76 2121 3921 1047 1751 4931 4976 2307 2136 2109 4329 1863 3928 157 3692 2334 2112 562 2839
3196 3418 4207 1715 1262 3359 0 3548 1594 3750 4865 3727 820 4622 2730 2937 0 3979 0 143
4799 414 1667 4120 784 3445 3752 2660 19 4133 2162 1694 3356 517 4304 4249 2603 2989 4880 4849
3901 4991 2577 986 1790 4996 2113 2347 4483 2744 2265 4067 2152 4806 3687 346 0 3823 4655 2629
41 405 1335 4650 2132 1434 1740 1535 19 1302 4938 2850 2479 465 577 453 2109 4700 2039 2855
3172 1927 1511 84 658 3637 3823 1391 3010 924 2104 4910 4695 4757 1611 4622 0 386 2758 3953
4116 2587 1332 522 2305 4051 2741 4363 3630 846 1561 702 3008 426 3030 4424 1531 1928 4136 93
1754 2587 2758 4468 3603 114 592 2086 4615 885 880 4152 2239 1482 1719 1039 2351 4900 2358 2461
3917 4782 1381 4131 4180 3798 1558 4744 409 1487 3196 629 979 2953 3172 2771 0 3943 4547 4228
1853 3847 925 182 2639 3501 620 3183 2074 3686 2926 2937 0 1085 3998 4401 4837 0 1868 1649
1840 4505 3741 4515 2673 1287 996 1463 2729 3382 2237 2132 924 2603 2391 2351 4126 2721 577 791
4973 610 1998 2603 1440 422 3367 1535 979 877 4971 20 2989 1695 4747 3262 2332 3014 2348 4249
1234 2697 4692 4513 0 0 358 3481 4784 4302 3370 526 4588 3089 2758 1404 4203 4909 1790 4998
1090 3815 4568 4543 1895 0 2758 2920 986 751 3770 1512 616 2858 3285 2804 1232 1287 4709 1634
1172 611 3690 4623 2148 4337 4196 273 1378 4069 2255 2109 235 4037 144 3656 4340 666 2954 277
600 2490 4846 2551 4887 3014 1322 653 1648 784 1228 2948 1675 2578 3438 1302 2570 1159 3128 1213
2056 2104 3574 1105 409 3775 4554 4798 488 19 0 4047 2129 3834 2104 2721 2457 2369 1040 4779
656 4360 2587 4274 3782 2055 1544 3659 3540 3481 885 3652 841 2322 1846 4818 3506 55 1432 3444
3182 791 3330 4840 1732 4901 776 202 63 3356 2239 3631 1332 4733 2937 2813 357 4439 0 1567
2803 629 2601 953 2113 891 3546 3453 3501 613 1285 1660 2586 4514 1391 2573 3972 3594 1023 2841
3378 4208 4124 3633 1400 4402 216 551 1092 4766 3091 0 1047 3981 2700 348 1191 4769 4498 4849
2586 979 4497 3215 948 4155 3501 4515 19 3341 3181 1783 4673 1322 2439 603 3786 1447 4800 19
737 1023 143 2603 3692 1430 2937 1773 2693 1122 112 348 846 924 3252 4145 3704 2136 1235 846
196 763 3424 3463 4847 3355 3750 3294 2610 966 770 1432 0 3084 2132 2758 220 3823 1095 4081
949 1215 4020 0 698 1912 0 4256 2311 1656 3014 2250 951 1394 2479 3395 19 2229 0 2920
1822 4594 1711 3403 3183 3152 1182 3262 222 2121 3025 2941 3955 2357 1370 979 3026 4870 3936 0
4894 2399 1685 4895 3631 4722 2660 0 1171 4570 1774 2758 652 4368 2979 3493 160 0 562 2603
3970 4818 3417 1023 4899 4304 4818 2467 63 645 3750 2993 2603 762 806 127 1962 1134 193 0
948 369 2707 2408 1029 4643 3695 4009 1667 2155 1075 2642 1982 2853 2358 4607 4700 4465 2762 499
3107 3989 4304 231 548 2790 2609 1544 1889 0 806 2542 348 4203 1615 3247 2521 3081 3531 0
1586 1586 2839 2513 3567 1769 2113 0 3129 2369 4176 3554 2369 1942 4858 587 2347 2109 2259 2603
4254 113 3356 4638 0 1815 1782 182 789 3525 1030 577 3501 4015 4451 346 3131 1391 2113 167
2971 4171 2727 2136 675 2044 1567 2621 2008 4138 687 3089 0 0 3008 3628 167 1757 2093 4304
2066 2745 1006 2252 2184 1182 4228 19 3595 3030 2427 133 4623 2602 4827 568 963 4387 551 4540
4298 3964 284 4700 2989 2104 3620 3823 4403 2369 1519 2955 605 2009 63 4234 4202 4672 2604 3386
2108 2768 3943 213 1304 950 3162 2834 2252 3894 4314 3026 1238 1526 2132 4046 351 0 4594 3870
2223 75 2305 1051 1693 685 299 2356 2317 4825 2136 3493 3699 4959 577 0 772 587 2009 2453
3806 2402 1890 3241 1013 723 4407 987 4629 0 2844 0 3419 626 166 2451 6 1615 4986 1114
313 4594 4451 2334 1243 675 1378 1355 787 4658 3920 1332 1395 1608 3033 0 1670 1222 1510 1351
2286 2616 776 4806 2555 4517 3204 3400 606 4818 2303 0 4096 368 3544 2690 3560 4845 4453 1829
1032 1853 1363 1395 2320 942 913 2879 1030 825 1473 2842 4768 1247 2132 3924 2465 2684 2418 0
3445 370 4340 4238 3554 3853 3845 56 2286 4022 3998 4385 1716 1339 3026 4818 2125 4859 652 3033
3619 4428 973 2422 4806 3760 667 348 1790 0 76 1159 215 1009 4849 1530 409 0 358 3796
1268 2405 4931 4037 875 1903 3631 2996 727 4439 3334 127 3657 1575 2084 4505 2390 3604 3030 4261
3136 2573 4723 2619 465 0 850 3873 2147 3618 2470 4629 0 3220 1469 4219 2866 473 1510 2493
3448 1416 4009 3285 1256 3559 1630 816 3823 1801 510 3026 2055 3574 3661 2378 446 4203 4274 3419
4106 1974 3356 341 4695 3115 4333 4067 4811 675 2721 2686 2763 2120 1767 4530 2550 4203 0 0
3162 3354 1247 2616 2674 415 0 3339 1373 231 3575 2905 0 1418 4847 1921 3302 4907 63 2462
3115 328 2126 0 0 2683 559 3123 2243 3953 2920 0 1009 1774 832 1405 2822 3470 1552 2941
2561 2169 4976 969 3153 1421 1702 4067 4119 3993 3777 0 0 3750 3033 2795 2357 2063 1615 4219
2114 3378 2603 604 2208 891 1763 2490 0 277 2603 1246 1256 1120 29 412 2368 4884 3862 1928
2769 4062 648 3386 4381 3224 0 1159 517 3105 1400 4088 3615 3021 2141 953 2310 2996 3176 4492
1644 3009 2148 3038 2305 3956 2051 4081 3500 2603 2550 3824 784 3580 2454 239 2308 448 1365 2347
